1	1239	1
1	1502	1
1	4462	1
1	4569	1
1	5472	1
1	5502	1
1	6471	1
1	6480	1
1	6664	1
1	6824	1
1	7923	1
1	8150	1
1	8172	1
1	8277	1
1	9219	1
1	9859	1
1	9988	1
1	10081	1
1	10588	1
2	414	1
2	1894	1
2	3785	1
2	4720	1
2	5894	1
2	6736	1
2	7113	1
2	7555	1
2	7749	1
2	7808	1
2	8241	1
2	8383	1
2	9112	1
2	9835	1
2	10802	1
3	141	1
3	148	1
3	813	1
3	1610	1
3	2429	1
3	3059	1
3	3272	1
3	3398	1
3	3614	1
3	3688	1
3	3708	1
3	4437	1
3	4710	1
3	4725	1
3	4833	1
3	5476	1
3	5662	1
3	5856	1
3	5976	1
3	6351	1
3	6885	1
3	6974	1
3	7086	1
3	7177	1
3	7304	1
3	7571	1
3	8007	1
3	8232	1
3	8957	1
3	9289	1
3	10174	1
3	10484	1
3	10486	1
4	2042	1
4	2180	1
4	3595	1
4	4057	1
4	7985	1
5	775	1
5	922	1
5	3484	1
5	4740	1
6	402	1
6	2546	1
6	4180	1
6	4419	1
6	5435	1
6	5437	1
6	5440	1
6	8099	1
6	10162	1
6	11178	1
7	449	1
7	450	1
7	451	1
7	696	1
7	827	1
7	829	1
7	1354	1
7	2231	1
7	2724	1
7	3090	1
7	3209	1
7	3318	1
7	3666	1
7	3897	1
7	4471	1
7	4473	1
7	4474	1
7	4476	1
7	4561	1
7	4758	1
7	4759	1
7	5192	1
7	5292	1
7	5294	1
7	5379	1
7	5507	1
7	5588	1
7	5589	1
7	5698	1
7	5784	1
7	5903	1
7	5906	1
7	6183	1
7	6184	1
7	6187	1
7	6188	1
7	6189	1
7	6190	1
7	6288	1
7	6474	1
7	6565	1
7	6568	1
7	6569	1
7	6731	1
7	6831	1
7	6923	1
7	6924	1
7	7130	1
7	7410	1
7	7602	1
7	7740	1
7	7837	1
7	7838	1
7	7903	1
7	8034	1
7	8052	1
7	8591	1
7	8594	1
7	8595	1
7	8596	1
7	9448	1
7	9720	1
7	9721	1
7	9724	1
7	9726	1
7	9888	1
7	9889	1
7	9977	1
7	9979	1
7	9980	1
7	9982	1
7	10071	1
7	10225	1
7	10648	1
7	11344	1
8	3774	1
9	187	1
9	7014	1
10	154	1
10	3531	1
10	5537	1
10	5855	1
10	6966	1
10	7262	1
10	7486	1
10	8011	1
10	9774	1
10	10167	1
10	10617	1
11	4749	1
11	7655	1
11	7656	1
11	8219	1
12	532	1
12	1727	1
12	2072	1
12	3284	1
12	3514	1
12	3615	1
12	3859	1
12	4087	1
12	4727	1
12	4733	1
12	5257	1
12	5567	1
12	5639	1
12	5654	1
12	6084	1
12	6086	1
12	6169	1
12	6356	1
12	6358	1
12	6705	1
12	6709	1
12	6803	1
12	6981	1
12	7100	1
12	7110	1
12	7488	1
12	7492	1
12	7813	1
12	7901	1
12	8108	1
12	8132	1
12	8251	1
12	8332	1
12	8458	1
12	8459	1
12	8467	1
12	9559	1
12	9733	1
12	9779	1
13	281	1
13	1337	1
13	1732	1
13	2085	1
13	2209	1
13	2458	1
13	2459	1
13	2463	1
13	3297	1
13	3398	1
13	3522	1
13	3641	1
13	3852	1
13	3984	1
13	4080	1
13	4454	1
13	4627	1
13	5045	1
13	5276	1
13	5368	1
13	5477	1
13	5743	1
13	5873	1
13	5980	1
13	6088	1
13	6273	1
13	6530	1
13	6534	1
13	6548	1
13	6549	1
13	6622	1
13	6909	1
13	6974	1
13	7073	1
13	7111	1
13	7176	1
13	7262	1
13	7374	1
13	7702	1
13	7709	1
13	7823	1
13	7908	1
13	8024	1
13	8136	1
13	8448	1
13	8563	1
13	8567	1
13	8960	1
13	9183	1
13	9423	1
13	9433	1
13	9434	1
13	9698	1
13	10192	1
13	10363	1
13	10487	1
13	10634	1
13	11037	1
13	11053	1
14	154	1
14	155	1
14	653	1
14	1317	1
14	1850	1
14	1852	1
14	2311	1
14	3272	1
14	3503	1
14	3523	1
14	3882	1
14	4205	1
14	4338	1
14	4424	1
14	4437	1
14	4718	1
14	4725	1
14	5480	1
14	5536	1
14	5561	1
14	5622	1
14	5660	1
14	5749	1
14	5856	1
14	5988	1
14	6079	1
14	6350	1
14	6530	1
14	6782	1
14	6794	1
14	6877	1
14	6887	1
14	6955	1
14	6974	1
14	7084	1
14	7086	1
14	7281	1
14	7290	1
14	7304	1
14	7342	1
14	7370	1
14	7375	1
14	7571	1
14	7690	1
14	7702	1
14	8124	1
14	8463	1
14	8563	1
14	9233	1
14	9697	1
14	9698	1
14	9794	1
14	9951	1
14	10043	1
14	10338	1
14	11314	1
15	260	1
15	417	1
15	1304	1
15	1829	1
15	1848	1
15	2064	1
15	3065	1
15	3276	1
15	3483	1
15	3719	1
15	3963	1
15	4331	1
15	4821	1
15	4930	1
15	5773	1
15	5849	1
15	5858	1
15	5863	1
15	6441	1
15	6520	1
15	6763	1
15	7297	1
15	7699	1
15	7705	1
15	8197	1
